HospitalName,Address,District,,
CHC - Anthiyur GH,"GOVERNMENT HOSPITAL,BARGUR ROAD,Anthiyur",Erode,,
CHO - Arawinth Hospital,"Perundurai Road,,Near Reliance petrol bank,Erode.,Erode",Erode,,
 CCC - Athani,,Erode,,
"CHC - Bewell Hospitals, Gandhiji Road","5& 7 ,GANDHIJI ROAD, ,SURAMPATTIVALASU,Erode",Erode,,
CHC - Bhavani GH,"BHAVANI GOVT HOSPITAL ,BHAVANI,ANTHIYUR MAIN ROAD, BHAVANI,TALUK HOSPITAL,Bhavani",Erode,,
"CHC - C.K.Hospital, Balasubbrayalu Street","Balasuburayalu street,Erode",Erode,,
CCC - CCC sathyamangalam,,Erode,,
"CHC - CSI Hospital, Brough Road","PB NO: 4, Brough Road,638001,Brough Road,Erode",Erode,,
CCC - Chennimalai UG PHC,"177,\""PARK ROAD,\",CHENNIMALAI,,
CCC - Chithode UG PHC,"Sathy main road,Chithode,Erode",Erode,,
"CHC - Erode Emergency Care Hospital, Veerappampalayam","Erode Emergency Care Hospital, Veerappampalayam Main Road, Erode,Veerappampalayam ,Erode",Erode,,
" CHC - Erode Kaveri Multi Speciality Hospital, Erode",,Erode,,
"CHC - Erode Medical Centre, Perundurai Road, Erode TN.","Erode,Erode",Erode,,
"CHC - Erode multispeciality Hospital, Erode TN.",,Erode,,
"CHO - GEMC,Erode",,Erode,,
CHC - GHQH ERODE,"EVN ROAD,EDYANKATTU VALASU,Erode",Erode,,
"CCC - Gobi Arts and Science College, Gobi","college pirivu road,karattadipalayam,gobi,Gobichettipalayam",Erode,,
CHC - Gobi GH,"NEW HOSPITAL ROAD,CUTCHERRY MEDU,Gobichettipalayam",Erode,,
 CCC - Guruvareddiyur,,Erode,,
"CCC - Ideal School,Anthiyur","Ideal higher secondary school , ideal nagar , sembulichampalayam , ANTHIYUR taluk,Erode district,Anthiyur",Erode,,
CCC - JSS Matriculation School,"THALAMALAI ROAD , THALAVADY,Thalavadi",Erode,,
" CHO - KMCH Speciality Hospital,Palaniyappa St,Erode ",,Erode,,
"CHO - Kalingarayan Medical Center, Gandhi Nagar*","NO 68 GANDHI NAGAR, NGGO COLONY ROAD,OLD KMCH BUILDING,Erode",Erode,,
"CHC - Kalyani Kidney Care Centre, Sampath Nagar Main Road",,Erode,,
"CHC - Kongu Hospital, Perundurai,Erode","262 bhavani road,Perundurai",Erode,,
CCC - Kongu arts and Science College,"Kongu arts and  science college,Nanjanapuram,Erode",Erode,,
CCC - Kugalur UG PHC,"community health centre,GH main road ,kugalur 638313,Kugalur,Gobichettipalayam",Erode,,
" CHO - Lotus Hospitals Research Centre Ltd,Erode","90 THAYUMANAVA SUNDARAM STREET,KOLLAMPALAYAM,Erode",Erode,,
" CHO - M.J Hospital,Anthiyur","95/3 Anna Salai,Anthiyur,Anthiyur",Erode,,
"CHC - Maaruthi Mediccal Center And Hospitals, Erode TN.","564, PERUNDURAI ROAD,Erode",Erode,,
 CCC - Modakurichi,"GOVERNMENT PRIMARY HEALTH CENTER,MODAKKURICHI,MODAKKURICHI,Modakkurichi",Erode,,
 CCC - Mylampadi,"GUPHC, ,Mylambadi ,Mylambadi,Bhavani",Erode,,
CCC - Nambiyur UG PHC,"\""Block Primary Health Centre, Nambiyur\",Gobi,,
"CHC - Nandha Medical College and Hospital, Pitchandampalayam","Erode to perundurai main road,Pichandampalayam po,Vaikalmedu bus stop,Erode",Erode,,
 CCC - Punjaipuliyampatti,,Erode,,
" CHC - Ritheesh Hospital, Sathyamangalam","No 113/28 SRN Lane,VIT Nagar,Sathyamangalam,Sathyamangalam",Erode,,
" CHO - Ritheesh Hospital,Sathyamangalam",,Erode,,
" CHO - S.H.Hospital,Anthiyur",,Erode,,
CHC - Sathyamangalam GH,"Komarapalayam,Sathyamangalam,Sathyamangalam",Erode,,
CCC - Sengunthar Engineering college ,"Erode - Perundurai Rd,Post, Thudupathi,Perundurai",Erode,,
"CHC - Senthil Multi Speciality Hospital, Perundurai Road","547, PERUNDURAI ROAD,ERODE,Erode",Erode,,
CCC - Sivagiri,"HOSPITAL ROAD, SIVAGIRI,SIVAGIRI,Kodumudi",Erode,,
"CHC - Sudha Hospitals Perundurai Road, Erode TN.","162 Perundurai Road ,Erode,Erode,Erode",Erode,,
 CCC - Thalavadi,"UPHC, THALAVADY,Thalavadi",Erode,,
CCC - Thingalur UG PHC,"118,ADUTHALAIYANPALAYAM,THINGALUR,Perundurai",Erode,,
CCC - Thookkanayakkanpalayam,"Kamaraj Road,Thookanaickenpalayam,Gobichettipalayam",Erode,,
 CCC - Ukkaram,,Erode,,
"CHC - Veena hospital, nasiyanur",,Erode,,
"CCC - Vellalar College , Thindal","PerunduraiRoad,Thindal,Erode",Erode,,
CHC - ANNAI CLINIC ,"No, 5 R. V NAGAR,Dindigul ,Dindigul ,Dindigul West",Dindigul,,
"CCC - APA College, Palani","Palani,Palani",Dindigul,,
CCC - Ammayanakanur CHC,"Ammayanakanur,Nilakottai",Dindigul,,
CCC - BC WELFARE HOSTEL KODAIKANAL,"Attuvampatty, Kodaikanal,Palani",Dindigul,,
CHC - Badlagundu,"KANAVAIPATTI ROAD,BATLAGUNDU,NEAR BUSTAND,Nilakottai",Dindigul,,
" CHC - Bharathi Mission Hospital, Dindigul",,Dindigul,,
CCC - Chinnalapatti CHC,"Poonjolai, Chinnalapatty,Athoor",Dindigul,,
"CHC - Christian Fellowship Community Centre, Ambilikkai","Christian fellowship community health centre,Ambilikkai,Oddenchatram",Dindigul,,
"CHC - Christian Fellowship Hospital, Ottanchatram","CHRISTIAN FELLOWSHIP HOSPITAL  PALANI DINDUGAL MAIN ROAD ODDANCHATRAM,ODDANCHATRAM,Oddenchatram",Dindigul,,
"CHC - City Hospital, Gandhi Naagar","4/361,Gandhiji Nagar,Dindigul East",Dindigul,,
" CHC - DMS Hospital, Centre for Women and Children, Batlagundu","NO-8,GANDHI NAGAR MAIN ROAD,BATLAGUNDU,Nilakottai",Dindigul,,
CCC - Eriodu UGPHC,"Ayyalur road, Eriodu,Vedasandur",Dindigul,,
CCC - Gandhigram IRH,"Ambathurai,ATHOOR,Athoor",Dindigul,,
CCC - Guziliamparai UGPHC,"Palayam road, Guziliamparai,Vedasandur",Dindigul,,
"CHC - JCB Hospitals, Palani Road","PALANI ROAD, DINDIGUL,PALANI ROAD,Dindigul East",Dindigul,,
"CHC - JJ Arul Hospital, A.Vellodu","Dindigul,dindigul,Dindigul East",Dindigul,,
"CHC - K T Hospitals, Palani Bye pass Junction","NO.222,PALANI ROAD,NEAR BYPASS JUNCTION,Dindigul West",Dindigul,,
CCC - K.Keeranur UGPHC,"Idayakottai main road, K.Keeranur,Oddenchatram",Dindigul,,
"CHC - K.V Hospital, Palani","72 B, Lakshmipuram,Dindigul Main Road,Palani,Palani",Dindigul,,
CCC - KOSAVAPATTI CHC,"Dindigul Natham road, Kosavapatti,Natham",Dindigul,,
"CHC - Kasturba Hospital, Gandhigram","Gandhigram,Athoor",Dindigul,,
CHC - Kodaikanal,"Kodaikanal UPHC,Laws Ghat Road,Kodaikanal,Kodaikanal",Dindigul,,
"CHC - Leonard Hospital, Batlagundu","Dindigul Main Road,Batlagundu,Nilakottai",Dindigul,,
"CCC - MVM College, dindigul","Thadikombu Road,Angu Nagar",Dindigul,,
CCC - Mannavanur,"Mannavanur,Kodaikanal",Dindigul,,
CCC - Mother Therasa University,"Attuvampatty,Kodaikanal",Dindigul,,
CHO - NMCH -DINDIGUL,"Opp Dindigul North Police station, Dindigul,Dindigul West",Dindigul,,
CHC - Natham,"Natham GH,Main Road,Natham",Dindigul,,
CHC - Nilakottai,"THULLUPATTI ,\""11 Ward,New Street\",Nilakkottai,,
CHC - Oddanchathiram,,Dindigul,,
CCC - PAPPAMPATTY CHC,"Kudhirayar Dam road, Pappampatty,Palani",Dindigul,,
CHC - Palani GH,"Palani GH,Dindigul Road,Palani",Dindigul,,
CCC - Pallapatti CCC,"Chinna Pallapatti, Madurai road, Dindigul,Dindigul East",Dindigul,,
"CHC - Raja Rajeswari Hospital, Spencer compound ","46,Thiruvalluvar salai,spencer compound ,dindigul,Dindigul East",Dindigul,,
" CHC - Reshma Medical Centre, Dindigul",,Dindigul,,
CCC - SIDDHA CCC-BC WELFARE HOSTEL,"Ambathurai,Athoor",Dindigul,,
" CHC - Sanjay Surgical Hopital, palani",,Dindigul,,
CHC - Shifa Hospital-Dindigul,"new collector office,Chennamanayakkanpatti,Dindigul West",Dindigul,,
"CHC - Shree SathyaSubha Hospital, New Agraharam","53, New agraharam, palani road,Dindigul,Dindigul West",Dindigul,,
CCC - Sithayankottai UGPHC,"Sitahyankottai, Athoor,Athoor",Dindigul,,
" CHC - Soba  General Hospital, Dindigul",,Dindigul,,
"CHC - Sri Sakthi Vinayagar Multispeciality Hospital, Guziliamparai","95, 95A Near Bus Stand Main Road ,Guziliamparai,Guziliamparai,Gujiliamparai",Dindigul,,
"CHC - St.Joseph Hospital, Dindigul","15 TRICHY ROAD,Dindigul West",Dindigul,,
CCC - T.Keeranur UGPHC,"Keeranur,Oddenchatram",Dindigul,,
CCC - Thadikombhu CHC,"Near Police station, Thadikombu,Dindigul East",Dindigul,,
CCC - Uluppakudi CHC,"Natham road, Uluppakudi,624401,Natham,Natham",Dindigul,,
CCC - VADAMADURAI CHC,"Dindigul-Trichy Highway, Vadamadurai,Vedasandur",Dindigul,,
CHC - Vadamalayan Hospital,"Angu nagar, Chettinayakanpatti,,Dindigul West",Dindigul,,
"CHC - Van Allen Hospital, Kodaikanal","St Mary`s road,Kodaikanal,Kodaikanal",Dindigul,,
CHC - Vedasandur,"GOVERNMENT HOSPITAL,VEDASANDUR.,VEDASANDUR,Dindigul West",Dindigul,,
"CHC - Vel Multispeciality Hospital, Palani","11, GOUNDER ITTERY ROAD,VEL NAGAR, PALANI,Palani",Dindigul,,
CCC - Viruveedu chc,"Viruveedu,Nilakottai",Dindigul,,
CCC - kannivadi chc,Kannivadi,Dindigul,,
CCC - BGR COVID CARE CENTER,"MSS COMPLEX,KRISHNAGIRI MAIN ROAD,KUNDALAPATTI,Dharmapuri",Dharmapuri,,
CCC - Bairnatham,"Bairanatham ,Pappireddipatty , Dharmapuri,Pappireddipatti",Dharmapuri,,
CCC - DHARMAPURI COVID CARE CENTER,,Dharmapuri,,
"CHO - GDMCH,DHARMPURI","Dharmapuri,Dharmapuri,Dharmapuri",Dharmapuri,,
"CHC - GH,HARUR","HARUR,DHARMAPURI MAIN ROAD,HARUR,Harur",Dharmapuri,,
"CHC - GH,PENNAGARAM","Hokanakkal,Pennagaram",Dharmapuri,,
"CHC - GOVERNMENT HOSPITAL,PALACODE","MEDICAL OFFICER, BYPASS ROAD,NEAR GOVT GIRLS HR.SEC.SCHOOL,PALACODE.,PALACODE,Palacode",Dharmapuri,,
"CCC - GOVT ENGINEERING COLLEGE,CHETTIKARAI","Chettikarai,Dharmapuri",Dharmapuri,,
"CCC - GOVT POLYTECHNIC COLLEGE , KADATHUR","GOVT POLYTECHNIC COLLEGE,Pappireddipatti",Dharmapuri,,
CCC - GUPHC ERIYUR,"UGPHC ERIYUR ,UGPHC ERIYUR ,SUNCHALNATHAM,Pennagaram",Dharmapuri,,
CCC - GUPHC THEERTHAMALAI,"Theerthamalai ,Harur pincode:636906",Dharmapuri,,
CCC - GUPHC THURINJIPATTI,"Govt primary health centre,D. Thurinjipatti ,Krishnapuram,Dharmapuri",Dharmapuri,,
CCC - JAYAM ENGINEERING COLLEGE,"Jayam Engineering College,Nallanur,Pennagaram,Pennagaram",Dharmapuri,,
 CCC - Kadathur,,Dharmapuri,,
 CCC - Karimangalam,,Dharmapuri,,
CCC - Marandahalli,"Govt community health centre,Marandahalli (Vil),Palacode",Dharmapuri,,
 CHC - SUPA HOSPITAL,"37, SIDDHA VEERAPPA CHETTY STREET,DHARMAPURI,NEAR BUS STAND,Dharmapuri",Dharmapuri,,
"CHC - Sree Ragavendra Hospital, Dharmapuri","79-C, Salai Vinayagar Road,Opp BBC Kalayana Mandabam,Dharmapuri",Dharmapuri,,
 CCC - Thoppur,"Thoppur phc,Nallampalli",Dharmapuri,,
" CHC - Anjukaa Specilaity Hospital, Chidambaram","Aram covid care centre,Vandigate,Chidambaram,Chidambaram",Cuddalore,,
CCC - Anna university CCC,"Chennai kumbakonam highway,panickankuppam main road panruti,Panruti",Cuddalore,,
" CHC - Arun Hospital, No.9/11, Mettu St., Thittakudi",,Cuddalore,,
CCC - C Mutlur CCC,"Cuddalore chidambaram road c mutlur,Chidambaram",Cuddalore,,
"CHC - Cuddalore Specialty Hospital,Manjakuppam",,Cuddalore,,
"CCC - Diamond Jubliee Hospital, Cdm.,","Annamalai nahar,annamalai university ,Chidambaram",Cuddalore,,
" CHC - Ezhil Clinic, Vriddhachalam",,Cuddalore,,
CHC - GH-Bhuvanagiri,"Govt. Taluk Hospital,Kacheri pillayar kovil street,Bhuvanagiri,Bhuvanagiri",Cuddalore,,
CHC - GH-Chidambaram,"Nehru Nagar, Chidambaram, Tamil Nadu 608001",Cuddalore,,
CHC - GH-Kattumannarkoil,,Cuddalore,,
CHC - GH-Kurinjipadi,,Cuddalore,,
CHO - GH-NLC,,Cuddalore,,
CHC - GH-Panrutti,"NH 45 C,KUMBAKONAM ROAD ,PANRUTI,PANRUTI,Panruti",Cuddalore,,
CHC - GH-Parangipettai,,Cuddalore,,
CHC - GH-Thittagudi,"MAIN ROAD, BESIDE POLICE STATION, THITTAGUDI,Titagudi",Cuddalore,,
CHC - GH-Veppur,,Cuddalore,,
CHC - GH-Virudachalam,"Salem road, virudhachalam,Virudhachalam,Vridhachalam",Cuddalore,,
"CCC - Golden Jubilee Hospital, Cdm.,","Annamalai nahar,annamalai university ,Chidambaram",Cuddalore,,
"CCC - Govt polytechnic college,thethampattu CCC","Srimushnam ,Titagudi",Cuddalore,,
CHC - HQRS-Cuddalore,"Nellikuppam Main Road,Manjakuppam,Cuddalore,Cuddalore",Cuddalore,,
"CCC - Jawahar arts college,nlc CCC","Neyveli township,tamilnadu,Kurinjipadi",Cuddalore,,
CHO - KALYAAN SPECIAALITY HOSPITAL,"NO 5 KUNDUSALAI ROAD ALPET ,ALPET,Cuddalore",Cuddalore,,
CCC - KOLANCHIAPPAR ARTS AND SCIENCE COLLEGE,"SH69,virudhachalam,Tamilnadu,Vridhachalam",Cuddalore,,
CCC - Kammapuram,"Kammapuram.,Vridhachalam",Cuddalore,,
"CCC - Kandhasamy Naidu Arts & Science College, Cuddalore","Nellikuppam main road,semmandalam,cuddalore,Cuddalore",Cuddalore,,
"CHC - Kannan Hospital, Manjakuppam","No. 17bashyam street,,Manjakuppam,Allpetai,Cuddalore",Cuddalore,,
CCC - Komaratchi,"Kumaratchi chic,kumaratchi ,Chidambaram",Cuddalore,,
"CCC - Krishna Cancer Institute,  Cuddalore","76/2,Nellikuppam Main Road, Thottapattu,  Cuddalore - 607109,Thottapattu,Cuddalore",Cuddalore,,
CCC - Krishnapuram,"Krishnapuram,Kurinjipadi",Cuddalore,,
CCC - Krishnasamy Engineering College,"Nellikuppam main road,s kumarapuram,Cuddalore",Cuddalore,,
"CHO - Lakshmi Hospital, Manjakuppam",,Cuddalore,,
" CHC - Malar Medical Centre, Mangalampettai",,Cuddalore,,
CCC - Mangalampettai,"Vridhachalam.,Vridhachalam",Cuddalore,,
CCC - Marungur,"Panruti main road,panruti,Panruti",Cuddalore,,
CCC - NLC ASALDO CCC,"NEYVELI TOWNSHIP,NEYVELI,Cuddalore",Cuddalore,,
CCC - NLC Traning Hostel,"Neyveli township,neyveli,Kurinjipadi",Cuddalore,,
CCC - Naduveerapattu,"Naduveerapattu main road,naduveerapattu,Cuddalore",Cuddalore,,
CCC - Neyveli ARTS College,,Cuddalore,,
CCC - OPR-College-Vadalore,"Neyveli main road,vadalur,Near sathyagnana sabai,Kattumannarkoil",Cuddalore,,
CCC - Oraiyur,"Annagramam panchayat,oraiyur,Panruti",Cuddalore,,
CCC - Orathur,"Orathur,.,Bhuvanagiri",Cuddalore,,
"CHO - PPS Medical Centre, Vridhachalam","#55,Junction Road,Near Main Bus Stand,Vridhachalam",Cuddalore,,
CCC - Pennadam,"Pennadam main road pennadam,Veppur",Cuddalore,,
CCC - Puduchathram,"Chidambaram main road puduchatram.,Bhuvanagiri",Cuddalore,,
CHO - Rajah Muthiah medical college,"Annamalai nagar,Chidambaram",Cuddalore,,
"CCC - S.R Jankit kalyanamandapam, cuddalore","Pudukuppam,near police recruit school,Cuddalore",Cuddalore,,
CCC - Srimushnam,"Srimushnam,Srimushanam",Cuddalore,,
" CHC - Surendra Multi Speciality Hospital, No.9, Imperial Road",,Cuddalore,,
CCC - Theerthanagiri,"Theertanagiri ,Kurinjipadi",Cuddalore,,
"CCC - Thiruvallur Atrs College, Thittagudi","Thiruv,Veppur",Cuddalore,,
CCC - Thozhuthur,"Thozhuthur phc,Titagudi",Cuddalore,,
CCC - Travancore CCC	,"Annamalai nagar chidambaram ,Chidambaram",Cuddalore,,
" CHC - VCS Hospital, Cuddalore",,Cuddalore,,
CHO - ARUN HOSPITAL,"NEW SCHEME ROAD,Pollachi",Coimbatore,,
CHO - ARVINDKUMAR. R,"KOUSHIKHA HOSPITAL ,135-A SARADHA MILL ROAD ,SUNDARAPURAM ,Coimbatore South",Coimbatore,,
 CHC - ASD NURSING HOME,,Coimbatore,,
"CHC - Abinand Hospital,Coimbatore TN.","237 f Pollachi main road,Sundarapuram,Kuruchi,Coimbatore South",Coimbatore,,
 CCC - Anna University - UIT Educational Trust,"Navavoor Privu,ANNA UNIVERSITY REGIONAL CAMPUS - CBE,Coimbatore North",Coimbatore,,
CCC - Atlas Covid Care,"Kamarajar Road ,Uppilipalayam,Near Hope College ,Coimbatore South",Coimbatore,,
 CHC - BALA MEDICAL CENTRE AND HOSPITAL,,Coimbatore,,
" CHC - BRJ Ortho Centre & MAK Hospital, Mettupalayam Road",,Coimbatore,,
CCC - Bharathiar University Coimbatore,,Coimbatore,,
CHC - COIMBATORE CHILD TRUST HOSPITAL,,Coimbatore,,
 CHO - CSR NURSING HOME RAMANATHAPURAM BRANCH,"Ramasamy Nagar, Trichy Road, (Presently as Vasuma Clinic), Ramanathapuram, Coimbatore - 641045,RAMANATHAPURAM,Coimbatore North",Coimbatore,,
"CHC - CSR Nursing Home, Coimbatore TN.","272, 7th Street Extension, Gandhipuram, Coimbatore - 641012 Phone : 2524762, 2527606,gandhipuram,Coimbatore North",Coimbatore,,
CCC - Codissia CCC,"deputy director of medical services  race course ,coimbatore,coimbatore,Coimbatore North",Coimbatore,,
CHC - Coimbatore Diabetes Foundation Hospital Pvt Ltd,"Coimbatore Diabetes Foundation Resort Hospital, 357/2A,,S J Gardens, IOB Colony, Bharathiyar University P.O,Maruthamalai Road,Coimbatore North",Coimbatore,,
CHO - Coimbatore Medical College Hospital,"-,Kandasamy Street,Coimbatore",Coimbatore,,
"CHC - Dr.Muthus Hospital, Saravanampatti,Coimbatore TN.","Saravanampatti, Coimbatore,Coimbatore,Saravanampatti",Coimbatore,,
" CHC - Dr.Sengaliappan Nursing Home, Saibabacolony,",,Coimbatore,,
CHC - FATHIMA HOSPITALS,"153/A, PODANUR MAIN ROAD, COIMBATORE.,PODANUR,MADUKARAI",Coimbatore,,
 CHO - G.S.CHILD CARE CENTRE,,Coimbatore,,
CHO - G.kuppuswamy Naidu memorial hospital,"POST BOX 6327,NETHAJI ROAD ,  PAPPANAICKENPALAYAM ,8220037466,Pappanaickenpalayam,Coimbatore South",Coimbatore,,
CHO - GANGA HOSPITAL,"313, mettupalayam rd,Coimbatore,Coimbatore North",Coimbatore,,
CHC - GH Annur,"COVAI ROAD,ANNUR,Coimbatore North",Coimbatore,,
CHC - GH Kinathukadavu,"THERODUM STREET ,KINATHUKADAVU,Kinathukadavu",Coimbatore,,
CHC - GH Kolarpatti,"gh kolarpatti,04259280527,kolarpatti,Pollachi",Coimbatore,,
CHC - GH Kottur,,Coimbatore,,
CHC - GH Madukkarai,,Coimbatore,,
CHC - GH Perinaicken Palayam,,Coimbatore,,
CHC - GH Sulur,"TRICHY ROAD,TRICHY ROAD,SULUR,Sulur",Coimbatore,,
CHC - GH Thondamuthur,"GH Thondamuthur,PERUR",Coimbatore,,
CHC - GH Valparai,"KAKKAN COLONY,VALPARAI,Coimbatore South",Coimbatore,,
"CHC - Gem Hospital And Research Center,Coimbatore TN.","45 ,Pankaja Mills road , Sowripalayam Pirivu,Ramanathapuram,Coimbatore South",Coimbatore,,
CHO - Govt ESI Medical College and Hospital,"Singanallur  Road, Coimbatore,Sulur",Coimbatore,,
CCC - HOTEL ESS GRANDE (SPT HOSPITAL),,Coimbatore,,
CCC - HOTEL MAHI'S GATEWAY(VENKATESHWARA HOSPITAL),,Coimbatore,,
CHC - HOTEL NACHAS (FIMS HOSPITAL),"193/145,POLLACHI MAIN ROAD,SUNDARAPURAM,Coimbatore South",Coimbatore,,
"CCC - HOTEL SHAKTHI , POLLACHI",,Coimbatore,,
CHO - HS Hospital,"No 19 A , HS HOSPITAL,GANDHINAGAR,KAVUNDAMPALAYAM,Coimbatore North",Coimbatore,,
"CHC - Hindustan Hospital Udayapalayam Road,Coimbatore TN.","522/3 523/3  Navaindia road,udaiyampalayam,coimbatore,Coimbatore South",Coimbatore,,
CCC - Hotel Kiscol Grand ,"Good shed road,Coimbatore South",Coimbatore,,
CHO - K.G.M HOSPITAL PVT LTD,"1/1, AVINASHI ROAD,CHINNIAMPALAYAM,Sulur",Coimbatore,,
"CHC - KG Hospital,Coimbatore TN.","Govt Arts College Road,Race Course Road,Coimbatore South",Coimbatore,,
"CHC - KG Speciality Hospital, (K.Govindhasamy Naidu Annex Hospital) Coimbatore TN.","365, KGiSl Campus, Thudiyalur Road,Saravanampatty,Coimbatore North",Coimbatore,,
 CHO - KJ HOSPITAL,,Coimbatore,,
"CHC - KMCH Kovilampalayam Hospital, Sathy Road TN.","SATHY ROAD ,SARCARSAMAKULAM ,KOVILPALAYAM ,Annur",Coimbatore,,
CCC - KOVAI COVID CARE,"Kovai covid care,CHIL SEZ Road, CHIL SEZ IT Park,Saravanampatty,Annur",Coimbatore,,
" CHC - KPS Hospitals (P) Ltd., Annur Road, Mettupalayam","208 ANNUR ROAD ,METTUPALAYAM,Mettupalayam",Coimbatore,,
"CHO - KR Hospital, Periyanaickenpalayam",,Coimbatore,,
CHC - KTVR GROUP HOSPITAL,"20 Narayana guru road,Saibaba colony,Coimbatore,Coimbatore North",Coimbatore,,
"CHC - Kalpana Medical Ctr Kavundampalayam,Coimbatore TN.","27/1, Mettupalayam Road,Kavundampalayam,Kavundampalayam,Coimbatore North",Coimbatore,,
"CHC - Karpagam Hospital Mandapam,Coimbatore TN.","Pollachi main road,Othakalmandapam,MADUKARAI",Coimbatore,,
CCC - Karunya College Mathampalayam,"METTUPALAYAM ROAD, MATHAMPALAYAM,BILLICHI,Coimbatore North",Coimbatore,,
"CHC - Kongunad Hospital,Coimbatore TN.","116,117 11th Street,Tatabad,Gandhipuram,Coimbatore North",Coimbatore,,
"CHO - Kongunad Kidney centre, Coimbatore ","206,207, 11th Street,Tatabad, Coimbatore, Tamilnadu,Gandhipuram,Coimbatore North",Coimbatore,,
" CHC - Koushikha Hospital, Sundarapuram",,Coimbatore,,
"CHC - Kovai Medical Center and Hospital,Coimbatore TN.","99 AVINASHI ROAD,Coimbatore North",Coimbatore,,
"CHC - Kumaran MedicalCentre,Kurumbapalyam,Coimbatore TN.","499/500 ,,Sathy Road,,Kurumbapalayam,,Annur",Coimbatore,,
 CHC - L&L POLYCLINIC-MALUMICHAMPATTI,,Coimbatore,,
 CHC - MASONIC MEDICAL CENTRE FOR CHILDREN (ADMISSION ONLY FOR CHILDREN BELOW 18 YEARS குழந்தைகளுக்கு  மட்டும்),"232 RACE COURSE,Coimbatore North",Coimbatore,,
 CHO - MOWTHI NURSING HOME P LTD ,,Coimbatore,,
 CHC - MRS HOSPITAL,,Coimbatore,,
CHC - Manu Hospital,"Manu Hospital,,#1,Paari Nagar, Sungam bypass road,,Coimbatore South",Coimbatore,,
CHC - Mettupalayam GH,"120,\""Ooty Road, Mettupalayam\",Mettupalayam,,
"CHC - N.M.Hospital, Coimbatore TN.","253,KOVAI ROAD,ANNUR,ANNUR,Annur",Coimbatore,,
 CHC - NG HOSPITAL (P) LTD AND RESEARCH CENTRE,"577 TRICHY ROAD,SINGANALLUR,SINGANALLUR,Coimbatore South",Coimbatore,,
"CHC - NRP Hospitals,","1./LIC AGENT COLONY,,SUNDARAPURAM,Coimbatore South",Coimbatore,,
"CHC - One Care Medical Centre, Coimbatore TN.","61 NSR ROAD,SAIBABA COLONY,Coimbatore North",Coimbatore,,
"CCC - PA College, Pollachi","Puliyampatty,Pollachi",Coimbatore,,
 CHC - PILLS HOSPITAL,,Coimbatore,,
CCC - PIONEER HOTEL ,"Stay inn hotel, Hope college signal, Peelamedu,hope college, Peelamedu,Coimbatore South",Coimbatore,,
"CHC - PSG Hospitals,Coimbatore TN.","AVINASHI ROAD,PEELAMEDU,PEELAMEDU,Coimbatore South",Coimbatore,,
 CCC - Periapodu,"PERIYAPODHU,PERIYAPODHU,VALANTHAYAMARAM,Anaimalai",Coimbatore,,
CHO - Pollachi District Headquarters Hospital,"Govt. Hospital  Pollachi,Udumalpet Road,Pollachi",Coimbatore,,
 CCC - Puluvapatti,,Coimbatore,,
 CCC - RADISON BLU HOTEL (NG HOSPITAL),,Coimbatore,,
 CHC - RICHMOND HOSPITAL,"1287 TRICHY ROAD,Coimbatore South",Coimbatore,,
CHC - Royal Care Hospitals CITY UNIT,"372F, Dr. Nanjappa Road Near Signal, Park Gate Road, ATT Colony, Coimbatore, Tamil Nadu 641018,Coimbatore North",Coimbatore,,
"CHC - Royal Care Super Specialty Hospital,Coimbatore TN.","1/520, L & T Bye Pass Road, Coimbatore, Tamil Nadu 641062,Sulur",Coimbatore,,
 CHC - SENTHIL HOSPITAL LLP,"8/1 ,R.R.Layout ,R.s.puram ,Coimbatore South",Coimbatore,,
CHC - SMF Hospital-Annur,"15 A, KOVAI MAIN ROAD,,OPP.POLICE STATION,,ANNUR - 641653,Annur",Coimbatore,,
CHC - SRE ISHWARRYA HOSPITAL,"No.293, DB ROAD,RS PURAM,RS PURAM,Coimbatore North",Coimbatore,,
 CHO - SRI LAKSHMI MEDICAL CENTRE AND HOSPITAL,"18/121, Mettupalayam Road, Behind indian bank,Coimbatore North",Coimbatore,,
"CHO - Saraswathi Hospital, Chinthamanipudur","153, Trichy road,,Sulur",Coimbatore,,
"CHC - Sathya Medical Center, Coimbatore TN.","58-68 Tatabad first Street,Sivanandha colony Coimbatore,Sivanandha colony,Coimbatore North",Coimbatore,,
"CHO - Seesha Karunya Community Hospital, Karunya Nagar",,Coimbatore,,
"CHO - Shree Sivaa Hospital Pvt. Ltd,","61, ATHIAPALAYAM PRIVU, GANAPATHY,Sathy Main Road,GANAPATHY,Coimbatore North",Coimbatore,,
CHO - Sowmiya hospital,"Kannarpalayam,karmadai,Mettupalayam",Coimbatore,,
"CHC - Sree Abirami Hospital, Coimbatore TN.","33,Madukkarai Road,Sundarapuram,Sundarapuram,Coimbatore South",Coimbatore,,
"CHC - Sri Balaji Hospital, Sundarapuram",,Coimbatore,,
"CHC - Sri Ramakrishna Hospital,Coimbatore TN.","Sarojini Naidu road,Siddhapudur,Coimbatore,Coimbatore North",Coimbatore,,
CCC - Srinivasa Kalayana Mandapam,,Coimbatore,,
" CHC - Supa Hospital, Mettupalayam",,Coimbatore,,
CCC - Swasam covid specialty centre-hotel annamalai(sowmiya hospital),"annamalai hotel , opp to coimbatore railway station,Coimbatore South",Coimbatore,,
