"District" "HospitalName"
"Madurai" "CHC - Ashwini Hospital, K.Pudur"
"Madurai" "CHC - Asirvatham Speciality Hospital, Gandhi Nagar"
"Madurai" "CHC - Aswini Hospital, K.Pudur"
"Madurai" "CHC - BGM HOSPITAL"
"Madurai" "CCC - BHARATHIYAR MATRICULATION SCHOOL"
"Madurai" "CHC - Bala Hospital, Usilampatti"
"Madurai" "CHC - Bharathi Hospital"
"Madurai" "CHC - Booma Nursing Home, Chinna Chokikulam"
"Madurai" "CCC - CRESENT ENGG COLLEGE"
"Madurai" "CCC - Checkanurani Block Primary Health Centre"
"Madurai" "CCC - Chellampatti BLOCK Primary health centre"
"Madurai" "CHC - DEVADOSS MULTISPECIALITY HOSPITAL, Madurai"
"Madurai" "CHC - DEVAKI SPECIALITY HOSPITAL, MADURAI"
"Madurai" "CHC - Dr.Chidambaram Memorial Hospital, Jai Hind puram"
"Madurai" "CHC - Dr.SVR Speciality Hospitals, Villapuram"
"Madurai" "CHC - EASVARA HOSPITAL"
"Madurai" "CCC - EMG Yadhava College"
"Madurai" " CCC - Elumalai"
"Madurai" " CHC - Fenn Specilaity Hospital"
"Madurai" " CCC - G.V.HOSPITALS	"
"Madurai" "CHC - GH Melur"
"Madurai" "CHC - GH Peraiyur"
"Madurai" "CHC - GH Thiruparankundram"
"Madurai" "CHC - GH Tirumangalam"
"Madurai" "CHC - GH Vadipatti"
"Madurai" "CHC - GV Hospitals, Kochadai"
"Madurai" "CHC - Genezen Indus Hospital,Madurai"
"Madurai" "CHO - Government Rajaji Medical College Hospital"
"Madurai" "CHC - Gowri Nursing Home, Jeeva Nagar"
"Madurai" "CHC - Grace Kennett Foundation Hospital, Kennett Road"
"Madurai" "CHC - Guru Hospital, Usilampatti"
"Madurai" " CCC - Guru Hospital, Uthangudi"
"Madurai" "CHC - Guru Multispeciality Hospital, Pandikovil Ring Road, Madurai"
"Madurai" "CHC - Hannah Joseph Hospital Pvt Ltd"
"Madurai" "CHC - Harshini Hospital, Sathamangalam"
"Madurai" "CHC - Harshitha Hospital CCC"
"Madurai" "CHC - Harshitha Hospital, Avaniyapuram"
"Madurai" "CHC - Iswarya Fertility Services PVT Ltd, Ellis Nagar"
"Madurai" "CCC - KAMARAJ ENNG COLLEGE KALLIKUDI"
"Madurai" "CHC - KJS Speciality Hospital, K.Pudur"
"Madurai" " CHC - KRS Nulife hospitals, Anna Nagar"
"Madurai" "CCC - Kallandri Block Primary Health Centre"
"Madurai" " CCC - Kalligudi"
"Madurai" "CCC - Kallupatti.T Block Primary Health Centre"
"Madurai" "CHC - Karunai Multispecialty Hospital, B.B Kulam"
"Madurai" " CCC - Karungalakudi"
"Madurai" "CCC - Katchakatti Block Primary Health Centre"
"Madurai" "CCC - Lady Doak College CCC"
"Madurai" "CHC - Lakshmana Multispeciality Hospital, Pykara, Madurai"
"Madurai" "CHO - Levin’s Diabetes & Dental Speciality Hospital, K.Pudur"
"Madurai" "CHC - Life Care Hospital, New Ellis Nagar"
"Madurai" "CCC - MKU Constituent College,Kappaloor"
"Madurai" "CCC - Madurai Kamaraj University Hostel"
"Madurai" "CHC - Manjarie Hospital, Thirunagar"
"Madurai" "CHC - Meenakshi Mission hospital & Research Centre"
"Madurai" "CCC - Mohan Medi city CCC"
"Madurai" "CHC - Muthu Hospital"
"Madurai" " CHC - NTC Hospitals, Vaithyanathapuram"
"Madurai" "CHC - Nithilaa Nursing Home, Palanganatham"
"Madurai" "CHC - POOBATHIAMMAL HOSPITAL"
"Madurai" "CHC - Preethi Hospital Pvt Ltd. Uthangudi"
"Madurai" "CHC - Preethi Hospitals (P) Ltd, K.Pudur"
"Madurai" "CHC - R.R. Hospital, Anna Nagar"
"Madurai" "CHC - RAHAVENDAR HOSPITAL, 36-E, KURUVIKARAN SALAI, SANTHAIPETTAI, MADURAI (OPP:GANESH THEATRE)"
"Madurai" "CHC - Railway Hospital"
"Madurai" "CHC - Raks Hospital, Anna Nagar"
"Madurai" "CHC - Raksha Hospital, Anna Nagar"
"Madurai" "CHO - Ram Priya Multispeciality Hospital, Thiru Nagar"
"Madurai" "CHC - Rio Hospital, Vandiyur"
"Madurai" "CCC - S VELLAICHAMY COLLEGE"
"Madurai" "CCC - SACS MAVMM ENGINEERING COLLEGE CCC"
"Madurai" "CCC - Samayanallur Block Primary Health Centre"
"Madurai" "CHC - Santhya Speciality Hospital, Arappalayam Main Road"
"Madurai" "CHC - Saravana Hospital, Narimedu"
"Madurai" " CHC - Shastha Kidney and Multi Specility Hospital, Madurai"
"Madurai" "CHC - Shenbagam Hospitals, Anna Nagar"
"Madurai" " CHC - Sri Bhuvaneswari Hospitals, K.Pudur"
"Madurai" " CHC - Sri Thilaaam Multispecialitv Hospital Alanganallur	"
"Madurai" "CHC - Subam Hospital, Thirumangalam"
"Madurai" "CHC - Sumathi Hospitals, Anna Nagar"
"Madurai" "CHO - Swarnakamalam (SKG) Multispeciality Hospital Pvt Ltd, Thirumanagalam"
"Madurai" "CCC - T KALLUPATTI GOVT HR SEC SCHOOL"
"Madurai" "CHC - THIRU SENTHIL ANDAVAR SPECIALITY HOSPITAL"
"Madurai" " CHC - Taj Hospital, K K Nagar"
"Madurai" "CHC - Thavam Hospital,K.Pudhur"
"Madurai" "CHC - Thembavani Hospital, Gnanaolipuram"
"Madurai" "CCC - VELLAMMAL ENGG COLL"
"Madurai" "CHO - VMC Speciality Hospital"
"Madurai" "CHO - Vadamalayan Hospital"
"Madurai" " CCC - Valayankulam"
"Madurai" "CHC - Velammal Medical college Hospital"
"Madurai" " CCC - Vellalore"
"Krishnagiri" "CHO - ARK Multi Speciality Hospital, Co-operative Colony"
"Krishnagiri" "CHO - Ashok Hospital, Denkanikottai*"
"Krishnagiri" "CHC - Chandrasekara Hospital, Hosur, Krishnagiri TN."
"Krishnagiri" "CHC - GH BARGUR"
"Krishnagiri" "CHC - GH DENKANIKOTTAI"
"Krishnagiri" "CHC - GH HOSUR"
"Krishnagiri" "CHC - GH MATHUR"
"Krishnagiri" "CHC - GH POCHAMPALLI"
"Krishnagiri" "CHC - GH UTHANGARAI"
"Krishnagiri" "CHC - GP Multispecialty Hospital,Kaveripattinam*"
"Krishnagiri" "CCC - Government Engineering College, Bargur"
"Krishnagiri" "CHC - Gunam Speciality Hospitals ,Hosur"
"Krishnagiri" "CHO - Janani Hospital, Hosur"
"Krishnagiri" "CHC - Janaraksha Multispecialty Hospital,Hosur"
"Krishnagiri" "CHO - Jeevan Hospital, Denakanikottai"
"Krishnagiri" " CCC - KAMMANDODDHI( SHOOLAGIRI)"
"Krishnagiri" "CHC - Kauvery Hospital, Hosur,Krishnagiri TN."
"Krishnagiri" "CHO - Krishna Super Speciality Hospital, Shoolagiri"
"Krishnagiri" "CHO - Krishnagiri MCH"
"Krishnagiri" "CHC - Lakshmi Hospital,Hosur*"
"Krishnagiri" "CHC - M.G.M Hospital Unit-II, Krishnagiri"
"Krishnagiri" "CHC - Nathans Speciality Hospital, Krishnagiri TN."
"Krishnagiri" "CHC - S.B.S. Hospital, Hosur"
"Krishnagiri" "CHO - Santhi Hospital, Hosur"
"Krishnagiri" "CHC - Shree Arunachala Hospital,Krishnagiri*"
"Krishnagiri" "CHC - SreeChandraSekara Hospital Unit-II,Krishnagiri TN."
"Krishnagiri" " CHC - Sri Saraswathi Hospital& Surgical Centre"
"Krishnagiri" "CHC - St.Louis Hospital"
"Krishnagiri" "CHC - St.Peter’s Medical College Hospital & Research Institute,Hosur*"
"Krishnagiri" " CHC - Star  A Speciality Hospital, Banglore Road*"
"Krishnagiri" "CHC - Surya Multispeciality Hospital.S. Ind. Pvt. Ltd., Hosur"
"Krishnagiri" "CHO - TCR Multi Speciality Hospital, Avvai Nagar"
"Krishnagiri" "CCC - Tamilnadu Sericulture Training Institute, Hosur"
"Krishnagiri" "CHC - Uma Kumar Hospital, Hosur"
"Krishnagiri" "CHO - Umarani Hospital, "
"Krishnagiri" "CHO - VJS Hospital, Co-Operative Colony !st Cross,"
"Krishnagiri" "CHC - Vijay Hospital"
"Karur" "CHC - ABJ  Hospital, Thogaimalai"
"Karur" "CHC - ABS Hospital, Thanthonimalai"
"Karur" "CHC - Abishek Ortho Centre"
"Karur" "CHC - Amaravathi Hospital"
"Karur" "CHO - Amirthaa Medical Centre and Hospital, Thanthonimalai"
"Karur" "CHC - Ananya Ortho Care"
"Karur" "CHC - Apollo Loga Hospital"
"Karur" "CCC - Chettinad College of Engineering and Technology, Puliyur"
"Karur" "CCC - Chinnadharapuram Upgraded Primary Health Centre"
"Karur" "CHC - DR. G.C. Hospital"
"Karur" "CHC - Deepa Kannan Hospital, Muthu Nagar"
"Karur" "CHC - GH  VELAYUTHAMPALAYAM"
"Karur" "CHC - GH,ARAVAKURICHI"
"Karur" "CHC - GH,KRISHNARAYAPURAM"
"Karur" "CHC - GH,KULITHALAI"
"Karur" "CHC - GH,MANMANGALAM"
"Karur" "CHC - GH,MYLAMPATTI"
"Karur" "CHC - GH,PALLAPATTI"
"Karur" "CCC - Government Arts college, Karur"
"Karur" "CCC - Govt. Politechnic,Kaniyalampatti"
"Karur" "CCC - Inungur UGPHC"
"Karur" " CHC - K.G.Hospital,Karur"
"Karur" "CCC - KASTHURIBA ULB PHC"
"Karur" "CHO - Kabila Hospital"
"Karur" "CCC - Kaniyalampatti Upgraded Primary Health Centre"
"Karur" "CHO - Karur GMCH"
"Karur" "CHO - Karur Nursing Home, Chairman Ramanujam Street"
"Karur" "CHO - Krishna Medical Centre Hospital, Covai Road"
"Karur" "CCC - Malaikovilur Upgraded Primary Health Centre"
"Karur" "CHC - Nachimuthu Hospital"
"Karur" "CHC - Nathan Hospital, Anna Arch"
"Karur" "CCC - Old GH Campus"
"Karur" "CCC - Panchapatti Upgraded Primary Health Centre"
"Karur" " CHC - Senthils Emergency Care Hospital, Karur"
"Karur" " CHC - Shree Sakthi Hospital, Karur"
"Karur" "CHC - Sri Rathina Hospital"
"Karur" "CCC - Thogaimalai , Primary Health Centre"
"Karur" "CCC - Vangal UGPHC"
"Karur" "CCC - Velliyanai UGPHC"
"Kanniyakumari" "CCC - AGATHEESWARAM CCC"
"Kanniyakumari" " CHC - Aaditya Hospital, Nagercoil"
"Kanniyakumari" "CHC - Annammal Hospital, Kuzhithurai"
"Kanniyakumari" "CHC - Bensam Hospital"
"Kanniyakumari" "CHC - Bethesda Hospital, Nagercoil"
"Kanniyakumari" "CHO - Bewell Hospitals, Nagarkovil"
"Kanniyakumari" "CCC - C.R. Puthoor"
"Kanniyakumari" "CHC - CSI Medical Mission Hospital Neyoor"
"Kanniyakumari" " CHC - Calwin Hospitals, Nagercoil"
"Kanniyakumari" "CHC - Catherine Booth Hospital(CBH),Nagercoil"
"Kanniyakumari" "CHC - DR. JEYASEKHARAN HOSPITAL & NURSING HOME"
"Kanniyakumari" "CHC - Dr. Kumaraswami Health Centre, Perumalpuram"
"Kanniyakumari" "CCC - Edaicode"
"Kanniyakumari" "CHC - GH Kulasekaram"
"Kanniyakumari" "CHC - GH Padmanabapuram"
"Kanniyakumari" "CHC - GRACE HOSPITAL AND NURSING HOME"
"Kanniyakumari" " CCC - Government polytechnic college, Konam"
"Kanniyakumari" "CHC - Govt. Ayurveda Hospital"
"Kanniyakumari" "CHC - Holy Cross Hospital"
"Kanniyakumari" " CHC - J.J.Hospital, Nagercoil"
"Kanniyakumari" "CHC - Joseph Sahayam Speciality Hospital, Nagercoil"
"Kanniyakumari" "CHO - KKMCH, Asaripallam"
"Kanniyakumari" "CCC - KUTTAKUZHI UPGRADED PRIMARY HEALTH CENTER"
"Kanniyakumari" "CCC - Killiyoor"
"Kanniyakumari" "CCC - Kothanalloor"
"Kanniyakumari" "CCC - Kurunthencode"
"Kanniyakumari" "CHC - Mookambika Medical College"
"Kanniyakumari" "CHC - Morris Mathias Hospital, Nagercoil"
"Kanniyakumari" "CCC - PIONEER KUMARASAMY COLLEGE"
"Kanniyakumari" "CHC - PPK Hospital, Marthandam"
"Kanniyakumari" "CCC - Rajakkamangalam"
"Kanniyakumari" "CCC - SLB Hr.Sec.School , Nagercoil"
"Kanniyakumari" "CCC - Scott christian college, Nagercoil"
"Kanniyakumari" "CHC - Siva Hospital, Nagercoil"
"Kanniyakumari" "CHO - Sivanthi Hospital"
"Kanniyakumari" "CHC - Swamiyarmadam Rathna Memorial Hospital"
"Kanniyakumari" "CCC - Thadikkarankonam"
"Kanniyakumari" "CHC - Thasiah Medical Centre, Marthandam"
"Kanniyakumari" "CHO - Thilagaram Nursing Home, Nagercoil*"
"Kanniyakumari" "CCC - Thoothoor"
"Kanniyakumari" "CHC - Vasantham Hospital, Nagercoil"
"Kanniyakumari" "CHO - Vijayakumar Hospital,Swamiyarmadam"
"Kanniyakumari" "CHC - William Hospital   Nagercoil"
"Kanniyakumari" "CHC - manuel orthopeadic hospital"
"Kancheepuram" " CHC - Aayushmaan Holistic health centre "
"Kancheepuram" "CHC - Bon Secours Hospital, Sunguvarchatram"
"Kancheepuram" "CCC - CCC - Elichur"
"Kancheepuram" " CHC - Dr. Venkatesan Bone Joint Neuro and Trauma Centre"
"Kancheepuram" " CHC - Dr. Venkatesh hospital, Kanchipuram"
"Kancheepuram" "CHC - Easymom Fertility and Maternity care  "
"Kancheepuram" "CHO - Gandhi Hospital, Irungattukottai*"
"Kancheepuram" "CHO - Government Hospital Kanchipuram"
"Kancheepuram" " CHO - Hiranandhini parks hospital, oragadam"
"Kancheepuram" " CCC - Injambakkam covid health centre CCC"
"Kancheepuram" " CHC - Janani Nursing Home, Kancheepuram"
"Kancheepuram" "CHC - Jaya Hospital,Sriperumbudhur"
"Kancheepuram" "CHO - KPP Multispeciality Hospital, Sholinganallur"
"Kancheepuram" " CCC - Kundrathur CHC"
"Kancheepuram" " CHO - MM Nagar medic center maraimmalai Nagar "
"Kancheepuram" "CHC - Madha Medical College Hospital"
"Kancheepuram" " CCC - Madha medical college - ccc"
"Kancheepuram" " CCC - Maduramangalam chc"
"Kancheepuram" "CHC - Mahalakshmi Multispecialty Hospital"
"Kancheepuram" " CCC - Manampathi CHC"
"Kancheepuram" "CHC - Meenakshi Medical college & Research Institute"
"Kancheepuram" "CCC - Meenatchi Medical college Hospital Private - CCC"
"Kancheepuram" "CCC - Muthukumaran Hospital - CCC"
"Kancheepuram" " CCC - Parandur chc"
"Kancheepuram" "CHO - S B Hospital, Navallur"
"Kancheepuram" "CCC - SAVEETHA MEDICAL COLLEGE"
"Kancheepuram" " CHC - SB Hospital, Navallur"
"Kancheepuram" "CHO - Sankara Multi Speciality  Hospital,"
"Kancheepuram" " CHO - Santhoshi Hospital, Mudichur"
"Kancheepuram" "CHC - Saveetha Medical college, Thandalam"
"Kancheepuram" "CHC - Sayee Hospital, Padappai"
"Kancheepuram" " CHC - Speed Hospital, Mangadu"
"Kancheepuram" "CHC - Sri Muthukumaran Medical College Hospital"
"Kancheepuram" "CHC - Sriperumpudur GH"
"Kancheepuram" " CHC - Susrutha Integrated Fertility, Maternity and Surgical Centre, West Tambaram"
"Kancheepuram" "CHO - TKR Maternity and Children Hospital, Kovilambakkam"
"Kancheepuram" " CCC - Thiruppukuzhi CHC"
"Kancheepuram" "CHC - Uthiramerur GH"
"Kancheepuram" "CHC - Walajabad GH"
"Kallakurichi" "CCC - AKT School, Kallakurichi"
"Kallakurichi" "CHC - Annai Medical Centre, Villupuram TN."
"Kallakurichi" "CCC - Ariyur"
"Kallakurichi" " CCC - Bharathi Women's Colloge, Thachur"
"Kallakurichi" "CCC - GOVT MODEL HR SEC SCHOOL , G ARIYUR"
"Kallakurichi" "CHO - Govt Medical College Hospital,Kallakurichi"
"Kallakurichi" "CCC - Govt Polytechnic College, Sankarapuram"
"Kallakurichi" "CHC - Govt Taluk Hospital,Chinnasalem"
"Kallakurichi" "CHC - Govt Taluk Hospital,Sankarapuram"
"Kallakurichi" "CHC - Govt Taluk Hospital,Thirukovilur"
"Kallakurichi" "CHC - Govt Taluk Hospital,Ulunderpettai"
"Kallakurichi" "CCC - ITI Chinnasalem"
"Kallakurichi" "CCC - Ilavanasurkottai"
"Kallakurichi" "CCC - Kachirapalayam"
"Kallakurichi" "CCC - Kariyalur"
"Kallakurichi" "CHC - Lotus Paediatric Emergency Centre"
"Kallakurichi" "CCC - MODEL SCHOOL AYANVELLORE"
"Kallakurichi" "CCC - MODEL SCHOOL, KUMARAMANGALAM"
"Kallakurichi" "CCC - Melur"
"Kallakurichi" "CCC - Pudupettai"
"Kallakurichi" "CCC - Rishivandhiyam"
"Kallakurichi" "CHC - S A Hospital, Sankarapuram, Villupuram"
"Kallakurichi" "CHC - SRI SANJEEVI HOSPITAL, VILLUPURAM TN."
"Kallakurichi" "CCC - Thiagadurgam"
"Kallakurichi" "CCC - Thirunavalur"
"Erode" " CHO - Abhi SK Hospital,Gobichettipalayam"
"Erode" "CHC - Abirami Kidney Care Dr.Thangavelu Hospital, Brough Road"
"Erode" "CHC - Anthiyur GH"
"Erode" "CHO - Arawinth Hospital"
"Erode" " CCC - Athani"
"Erode" "CHC - Bewell Hospitals, Gandhiji Road"
"Erode" "CHC - Bhavani GH"
"Erode" "CHC - C.K.Hospital, Balasubbrayalu Street"
"Erode" "CCC - CCC sathyamangalam"
"Erode" "CHC - CSI Hospital, Brough Road"
"Erode" "CCC - Chennimalai UG PHC"
"Erode" "CCC - Chithode UG PHC"
"Erode" "CHC - Erode Emergency Care Hospital, Veerappampalayam"
"Erode" " CHC - Erode Kaveri Multi Speciality Hospital, Erode"
"Erode" "CHC - Erode Medical Centre, Perundurai Road, Erode TN."
"Erode" "CHC - Erode multispeciality Hospital, Erode TN."
"Erode" "CHO - GEMC,Erode"
"Erode" "CHC - GHQH ERODE"
"Erode" "CCC - Gobi Arts and Science College, Gobi"
"Erode" "CHC - Gobi GH"
"Erode" " CCC - Guruvareddiyur"
"Erode" "CCC - Ideal School,Anthiyur"
"Erode" "CCC - JSS Matriculation School"
"Erode" " CHO - KMCH Speciality Hospital,Palaniyappa St,Erode "
"Erode" "CHO - Kalingarayan Medical Center, Gandhi Nagar*"
"Erode" "CHC - Kalyani Kidney Care Centre, Sampath Nagar Main Road"
"Erode" "CHC - Kongu Hospital, Perundurai,Erode"
"Erode" "CCC - Kongu arts and Science College"
"Erode" "CCC - Kugalur UG PHC"
"Erode" " CHO - Lotus Hospitals Research Centre Ltd,Erode"
"Erode" " CHO - M.J Hospital,Anthiyur"
"Erode" "CHC - Maaruthi Mediccal Center And Hospitals, Erode TN."
"Erode" " CCC - Modakurichi"
"Erode" " CCC - Mylampadi"
"Erode" "CCC - Nambiyur UG PHC"
"Erode" "CHC - Nandha Medical College and Hospital, Pitchandampalayam"
"Erode" " CCC - Punjaipuliyampatti"
"Erode" " CHC - Ritheesh Hospital, Sathyamangalam"
"Erode" " CHO - Ritheesh Hospital,Sathyamangalam"
"Erode" " CHO - S.H.Hospital,Anthiyur"
"Erode" "CHC - Sathyamangalam GH"
"Erode" "CCC - Sengunthar Engineering college "
"Erode" "CHC - Senthil Multi Speciality Hospital, Perundurai Road"
"Erode" "CCC - Sivagiri"
"Erode" "CHC - Sudha Hospitals Perundurai Road, Erode TN."
"Erode" " CCC - Thalavadi"
"Erode" "CCC - Thingalur UG PHC"
"Erode" "CCC - Thookkanayakkanpalayam"
"Erode" " CCC - Ukkaram"
"Erode" "CHC - Veena hospital, nasiyanur"
"Erode" "CCC - Vellalar College , Thindal"
"Dindigul" "CHC - ANNAI CLINIC "
"Dindigul" "CCC - APA College, Palani"
"Dindigul" "CCC - Ammayanakanur CHC"
"Dindigul" "CCC - BC WELFARE HOSTEL KODAIKANAL"
"Dindigul" "CHC - Badlagundu"
"Dindigul" " CHC - Bharathi Mission Hospital, Dindigul"
"Dindigul" "CCC - Chinnalapatti CHC"
"Dindigul" "CHC - Christian Fellowship Community Centre, Ambilikkai"
"Dindigul" "CHC - Christian Fellowship Hospital, Ottanchatram"
"Dindigul" "CHC - City Hospital, Gandhi Naagar"
"Dindigul" " CHC - DMS Hospital, Centre for Women and Children, Batlagundu"
"Dindigul" "CCC - Eriodu UGPHC"
"Dindigul" "CCC - Gandhigram IRH"
"Dindigul" "CCC - Guziliamparai UGPHC"
"Dindigul" "CHC - JCB Hospitals, Palani Road"
"Dindigul" "CHC - JJ Arul Hospital, A.Vellodu"
"Dindigul" "CHC - K T Hospitals, Palani Bye pass Junction"
"Dindigul" "CCC - K.Keeranur UGPHC"
"Dindigul" "CHC - K.V Hospital, Palani"
"Dindigul" "CCC - KOSAVAPATTI CHC"
"Dindigul" "CHC - Kasturba Hospital, Gandhigram"
"Dindigul" "CHC - Kodaikanal"
"Dindigul" "CHC - Leonard Hospital, Batlagundu"
"Dindigul" "CCC - MVM College, dindigul"
"Dindigul" "CCC - Mannavanur"
"Dindigul" "CCC - Mother Therasa University"
"Dindigul" "CHO - NMCH -DINDIGUL"
"Dindigul" "CHC - Natham"
"Dindigul" "CHC - Nilakottai"
"Dindigul" "CHC - Oddanchathiram"
"Dindigul" "CCC - PAPPAMPATTY CHC"
"Dindigul" "CHC - Palani GH"
"Dindigul" "CCC - Pallapatti CCC"
"Dindigul" "CHC - Raja Rajeswari Hospital, Spencer compound "
"Dindigul" " CHC - Reshma Medical Centre, Dindigul"
"Dindigul" "CCC - SIDDHA CCC-BC WELFARE HOSTEL"
"Dindigul" " CHC - Sanjay Surgical Hopital, palani"
"Dindigul" "CHC - Shifa Hospital-Dindigul"
"Dindigul" "CHC - Shree SathyaSubha Hospital, New Agraharam"
"Dindigul" "CCC - Sithayankottai UGPHC"
"Dindigul" " CHC - Soba  General Hospital, Dindigul"
"Dindigul" "CHC - Sri Sakthi Vinayagar Multispeciality Hospital, Guziliamparai"
"Dindigul" "CHC - St.Joseph Hospital, Dindigul"
"Dindigul" "CCC - T.Keeranur UGPHC"
"Dindigul" "CCC - Thadikombhu CHC"
"Dindigul" "CCC - Uluppakudi CHC"
"Dindigul" "CCC - VADAMADURAI CHC"
"Dindigul" "CHC - Vadamalayan Hospital"
"Dindigul" "CHC - Van Allen Hospital, Kodaikanal"
"Dindigul" "CHC - Vedasandur"
"Dindigul" "CHC - Vel Multispeciality Hospital, Palani"
"Dindigul" "CCC - Viruveedu chc"
"Dindigul" "CCC - kannivadi chc"
"Dharmapuri" "CCC - BGR COVID CARE CENTER"
"Dharmapuri" "CCC - Bairnatham"
"Dharmapuri" "CCC - DHARMAPURI COVID CARE CENTER"
"Dharmapuri" "CHO - GDMCH,DHARMPURI"
"Dharmapuri" "CHC - GH,HARUR"
"Dharmapuri" "CHC - GH,PENNAGARAM"
"Dharmapuri" "CHC - GOVERNMENT HOSPITAL,PALACODE"
"Dharmapuri" "CCC - GOVT ENGINEERING COLLEGE,CHETTIKARAI"
"Dharmapuri" "CCC - GOVT POLYTECHNIC COLLEGE , KADATHUR"
"Dharmapuri" "CCC - GUPHC ERIYUR"
"Dharmapuri" "CCC - GUPHC THEERTHAMALAI"
"Dharmapuri" "CCC - GUPHC THURINJIPATTI"
"Dharmapuri" "CCC - JAYAM ENGINEERING COLLEGE"
"Dharmapuri" " CCC - Kadathur"
"Dharmapuri" " CCC - Karimangalam"
"Dharmapuri" "CCC - Marandahalli"
"Dharmapuri" " CHC - SUPA HOSPITAL"
"Dharmapuri" "CHC - Sree Ragavendra Hospital, Dharmapuri"
"Dharmapuri" " CCC - Thoppur"
"Cuddalore" " CHC - Anjukaa Specilaity Hospital, Chidambaram"
"Cuddalore" "CCC - Anna university CCC"
"Cuddalore" " CHC - Arun Hospital, No.9/11, Mettu St., Thittakudi"
"Cuddalore" "CCC - C Mutlur CCC"
"Cuddalore" "CHC - Cuddalore Specialty Hospital,Manjakuppam"
"Cuddalore" "CCC - Diamond Jubliee Hospital, Cdm.,"
"Cuddalore" " CHC - Ezhil Clinic, Vriddhachalam"
"Cuddalore" "CHC - GH-Bhuvanagiri"
"Cuddalore" "CHC - GH-Chidambaram"
"Cuddalore" "CHC - GH-Kattumannarkoil"
"Cuddalore" "CHC - GH-Kurinjipadi"
"Cuddalore" "CHO - GH-NLC"
"Cuddalore" "CHC - GH-Panrutti"
"Cuddalore" "CHC - GH-Parangipettai"
"Cuddalore" "CHC - GH-Thittagudi"
"Cuddalore" "CHC - GH-Veppur"
"Cuddalore" "CHC - GH-Virudachalam"
"Cuddalore" "CCC - Golden Jubilee Hospital, Cdm.,"
"Cuddalore" "CCC - Govt polytechnic college,thethampattu CCC"
"Cuddalore" "CHC - HQRS-Cuddalore"
"Cuddalore" "CCC - Jawahar arts college,nlc CCC"
"Cuddalore" "CHO - KALYAAN SPECIAALITY HOSPITAL"
"Cuddalore" "CCC - KOLANCHIAPPAR ARTS AND SCIENCE COLLEGE"
"Cuddalore" "CCC - Kammapuram"
"Cuddalore" "CCC - Kandhasamy Naidu Arts & Science College, Cuddalore"
"Cuddalore" "CHC - Kannan Hospital, Manjakuppam"
"Cuddalore" "CCC - Komaratchi"
"Cuddalore" "CCC - Krishna Cancer Institute,  Cuddalore"
"Cuddalore" "CCC - Krishnapuram"
"Cuddalore" "CCC - Krishnasamy Engineering College"
"Cuddalore" "CHO - Lakshmi Hospital, Manjakuppam"
"Cuddalore" " CHC - Malar Medical Centre, Mangalampettai"
"Cuddalore" "CCC - Mangalampettai"
"Cuddalore" "CCC - Marungur"
"Cuddalore" "CCC - NLC ASALDO CCC"
"Cuddalore" "CCC - NLC Traning Hostel"
"Cuddalore" "CCC - Naduveerapattu"
"Cuddalore" "CCC - Neyveli ARTS College"
"Cuddalore" "CCC - OPR-College-Vadalore"
"Cuddalore" "CCC - Oraiyur"
"Cuddalore" "CCC - Orathur"
"Cuddalore" "CHO - PPS Medical Centre, Vridhachalam"
"Cuddalore" "CCC - Pennadam"
"Cuddalore" "CCC - Puduchathram"
"Cuddalore" "CHO - Rajah Muthiah medical college"
"Cuddalore" "CCC - S.R Jankit kalyanamandapam, cuddalore"
"Cuddalore" "CCC - Srimushnam"
"Cuddalore" " CHC - Surendra Multi Speciality Hospital, No.9, Imperial Road"
"Cuddalore" "CCC - Theerthanagiri"
"Cuddalore" "CCC - Thiruvallur Atrs College, Thittagudi"
"Cuddalore" "CCC - Thozhuthur"
"Cuddalore" "CCC - Travancore CCC	"
"Cuddalore" " CHC - VCS Hospital, Cuddalore"
"Coimbatore" "CHO - ARUN HOSPITAL"
"Coimbatore" "CHO - ARVINDKUMAR. R"
"Coimbatore" " CHC - ASD NURSING HOME"
"Coimbatore" "CHC - Abinand Hospital,Coimbatore TN."
"Coimbatore" " CCC - Anna University - UIT Educational Trust"
"Coimbatore" "CCC - Atlas Covid Care"
"Coimbatore" " CHC - BALA MEDICAL CENTRE AND HOSPITAL"
"Coimbatore" " CHC - BRJ Ortho Centre & MAK Hospital, Mettupalayam Road"
"Coimbatore" "CCC - Bharathiar University Coimbatore"
"Coimbatore" "CHC - COIMBATORE CHILD TRUST HOSPITAL"
"Coimbatore" " CHO - CSR NURSING HOME RAMANATHAPURAM BRANCH"
"Coimbatore" "CHC - CSR Nursing Home, Coimbatore TN."
"Coimbatore" "CCC - Codissia CCC"
"Coimbatore" "CHC - Coimbatore Diabetes Foundation Hospital Pvt Ltd"
"Coimbatore" "CHO - Coimbatore Medical College Hospital"
"Coimbatore" "CHC - Dr.Muthus Hospital, Saravanampatti,Coimbatore TN."
"Coimbatore" " CHC - Dr.Sengaliappan Nursing Home, Saibabacolony,"
"Coimbatore" "CHC - FATHIMA HOSPITALS"
"Coimbatore" " CHO - G.S.CHILD CARE CENTRE"
"Coimbatore" "CHO - G.kuppuswamy Naidu memorial hospital"
"Coimbatore" "CHO - GANGA HOSPITAL"
"Coimbatore" "CHC - GH Annur"
"Coimbatore" "CHC - GH Kinathukadavu"
